,username,date,comments
3427,1487,March 2007,"By dealership satisfaction I was talking about owners opinions of the dealerships. Caddy does very well in JD Power surveys. So does Lexus and Jaguar. Just want to be clear.  ""Any non-american car is better. Prestige is not a factor and never will be as luxury nameplates are meaningless marketing. ""  Better based on what?"
3428,1487,March 2007,"Anything that can be safely done on public roads can be done with any of the cars in this class. You need to be at a race track to hit the type of speeds where one MIGHT be able to appreciate the difference offered by a BMW with the sport package. without the sport package a BMW is just another RWD car, very competent but nothing exceptional.  ""If you can't exercise the car, then what's the point of getting any ELLPS? You don't need the P: just stick with the L part.""  Sounds good but we all know most luxury buyers are getting a car for image, not performance capability. Most 3 series owners could care less about exploiting the capabilities of their car at high speeds. They have the car to show that they have ""made it"" and your social status will rise if you push a BMW."
3429,blueguydotcom,March 2007,"And BMW also charges another grand for metallic paint!  Metallic pain is $475. Is it that hard to look up facts before you post something that's patently false?  But I still think the majority buyers out there are more likely to be the regular Joe/Jane type and standard leather plus no cost for metallic paint would make them much happier.  They can buy other cars. I think you're all ignoring the sales of 70k TLs, 40k IS250/350s, 60k of ES350s, 40k of A4s, 60k of other cars like the C, Saab, Volvo, TSX.  The market is saturated with non-performance angled cars. The 3 and G appeal to that narrow market.  Face it, most people buy BMW because its a BMW, not because it's the best performer in its segment. Also, most people buy the 3 not because its the best ELLPS out there but it's because they couldn't afford the 5.  Find some proof of that. Honestly, this is bandied about so often. Do you believe someone drives a 328i with an msrp of 40k because it has a badge and they totally ignore the Lexus, Infiniti, Audi, MB, Acura models? There comes a point when you must look at the market and wonder if you're saying each year 90k out of 100k people bought a 3 series based on marketing, while the other 400-500k that bought other brands did so because they saw through BMW's marketing ruse."
3430,1487,March 2007,Do you have any stats to back up your assertion that most luxury buyers dont want cloth? That sounds very suspicious to me. The majority of luxury cars sold have leather and its standard on many models. Not sure why anyone would say most people want cloth or leatherette. Cadillac got cheap and started offering vinyl just like BMW on the CTS. Leather used to be standard.  If you dont like electronics and borderline useless technology BMW isnt the car for you. The GErmans are at the forefront of adding tech that no one asked for. Active steering anyone? Of course they do make most of this stuff optional which is kind of an indication that they know many buyers cant afford and/or dont want this stuff.
3431,andres3,March 2007,"I thought you were the one who said long ago that you preferred the A3 test drive to the GTI because the GTI leaned and plowed more (compared to sport A3). GTI is raised, or did something get modified in the 4 door version?"
3432,hauss,March 2007,"bgdc, haven't you yourself mentioned many times before that you aren't concerned with the size of a car or that you aren't all that enamored with the materials used in your car? Or am I getting you mixed up with someone else?  I realize what this forum is all about and I also realize you have on more than one occasion strayed from it's topic by talking about other cars not listed in the description above. I'm merely doing the same.  And I'm not trying to insult you or put you on the defensive. I'm just throwing out my two cents to you as an outsider that has read several of your posts and thinks that perhaps you should take a step back before you make your next purchase decision. Maybe go through your list of requirements in a car and weigh those pros and cons again. And if you're already done that then far be it from me to tell you what to do."
3433,1487,March 2007,"""Do you believe someone drives a 328i with an msrp of 40k because it has a badge and they totally ignore the Lexus, Infiniti, Audi, MB, Acura models? ""  In a word, yes. Many people deride Japanese luxury cars as imposters and feel they lack the prestiage and heritage of German luxury brands like BMW and MB. You can tell by looking at the people behind the wheel of most BMWs that they didnt buy the car for handling. On top of that, most BMWs I see lack the sport package which tells me the owner is a badge snob who wanted the propeller on the front to impress people. BMW has a great image and great marketing and people will stretch to make a payment on a BMW because it is seen as more envy worthy than an Acura, Infiniti, Cadillac, etc."
3434,1487,March 2007,"""When it comes right down to it, a performance sedan is not an easy car to come by.""  If we are going to consider the 3 series a performance sedan than it seems to me the G35, C class, IS, CTS and A4 could also be considered the same. I dont think the market for these type of vehicles is all that small. If we added up the yearly sales of all those cars I think we would have a substantial number of vehicles even if we acknowledge that not every model within the range of the aforementioned vehicles is a ""performance"" model. Dont you agree? I fail to see why you believe there are limited options for those seeking sporty sedans."
3435,hauss,March 2007,"They can buy other cars. I think you're all ignoring the sales of 70k TLs, 60k IS250/350s, 80-90k of ES350s, 40-50k of A4s, 80k of other cars like the C, Saab, Volvo, TSX.  If you're gonna knock louiswei for not having his facts straight you better do the same to yourself. Unless you're including overseas figures then your numbers are wrong. You're close with the TL but off on some of the others. Way off in some instances."
3436,blueguydotcom,March 2007,"Anything that can be safely done on public roads can be done with any of the cars in this class. You need to be at a race track to hit the type of speeds where one MIGHT be able to appreciate the difference offered by a BMW with the sport package.  Speeds? Have you ever tracked a car? AutoX maybe? A full track day at Button Willow? If you think you're hitting hyper legal speeds in any of the ELLPS during a track day, you're at the wrong kind of track. The best lap around a track may never break a top speed of 55 mph. Tracking is about getting the perfect line, transitioning the body weight for your next turn, looking for the right exit so you're positioned perfectly for that next turn's apex.  If you think it's about speed you've never tracked and never autoXed.  without the sport package a BMW is just another RWD car, very competent but nothing exceptional.  Considering that's 4 other cars, it's not a big market.  CTS IS G35 C class.  Sounds good but we all know most luxury buyers are getting a car for image, not performance capability.  What? Do you guys have any evidence to back these claims up or you producing them from a cave around the corner?  They have the car to show that they have ""made it"" and your social status will rise if you push a BMW.  Ludicrous. as so many have pointed out, BMWs are hardly expensive in an age where the average sale price of a car is $27,800.  Lexus' number one seller is the RX350 (9k a month) - and it starts at $39,515 without leather! The smallest package adds 3500 dollars, pushing the price to 43k.  Lexus sells 9000 of those a month. And that's the basic model with 1 of the 3 packages.  But a BMW is a sign someone made it? What's a 43k camry-based SUV with an L mean then?"
3437,blueguydotcom,March 2007,Do you have any stats to back up your assertion that most luxury buyers dont want cloth?  Never wrote that.
3438,hauss,March 2007,"Sounds good but we all know most luxury buyers are getting a car for image, not performance capability.  What? Do you guys have any evidence to back these claims up or you producing them from a cave around the corner?  I believe none of us has any emperical evidence to back up any stance on this subject either way. Right?"
3439,blueguydotcom,March 2007,"Ballparked them. My apologies if I'm off...  TL looks like ~50k. I had no idea sales had plummeted on those. http://www.theautochannel.com/news/2007/03/01/038737.html  The A4 - according to what I read in an article on Fourtitude moves ~40k units a year - http://www.fourtitude.com/news/publish/Features/article_2926.shtml http://www.theautochannel.com/news/2007/03/01/038695.html IS - I overestimated their potential - real number will be closer to 45-50k. ES - about 60k - way overestimated those, my apologies. http://www.theautochannel.com/news/2007/03/01/038764.html  C Class should move over 40k units this year: http://www.theautochannel.com/news/2007/03/01/038749.html  TSX is gonna hit 25k easy  Volvo - S40 will move 24-25k  Add up Volvo, TSX and C class and you're over 80k."
3440,nkeen,March 2007,"Their approach is very different to BMW's, where almost everything is a standalone or packaged option -- like Detroit used to do it 30 yrs ago."
3441,1487,March 2007,"The following FWD cars have 18s from the factory: Impala, G6, Aura, Cobalt SS, Jetta, GTI, Lucerne, DTS, Sebring, etc. I see no reason Acura cant put larger wheels on the TL. What is counterproductive about having wheels large enough to feel the wheel wells and give the car a sportier look?  Most automakers have dealer accessories, but we all know Honda is notorius for making relatively common options available solely from the dealership. The TL has most of what you need so most people can shy away from the accessories, but there is undoutedly an overpriced spoiler and set of larger rims waiting for you at the dealer. I dont see why this is necessary.  TL-S is fast, but I dont think speed was ever the base models problem. In terms of acceleration the base model is good enough for me. I just think $4k should get your more than a bigger engine and quad pipes. No other car company makes hi performance models and doesnt add larger wheels. Acura needs to join 2007 and put 18s on the S at least. The Civic Si and TL-S shouldnt have the same wheel size."
3442,blueguydotcom,March 2007,"BMW is branded as evil for offering ette with the car. Lexus does it on their number 1 seller the RX, no big deal. Audi does it, no big deal. MB sells the C350 with 'MB tex' and it's no big deal. BMW sells without leather - that's a big deal.  So really it's the Lexus IS, Acura TL and the G35 that come with leather standard.  So 50% of the ELLPS market does not come with standard leather (BMW, Audi, MB) and the other 50% do (Acura, Lexus, Infiniti). The way everyone wrote about it, you'd swear all the ELLPS cars come with leather standard but BMW. As it turns out, that's not so."
3443,cdnpinhead,March 2007,"You're absolutely right for me, but only for 51 of the 52 weeks of the year, sometimes 50.  I live for that other week or two.  I get to revisit or (rarely - I really have been (almost) everywhere) discover really fun places to drive -- curves, hills, no traffic -- you know the drill. I've made any number of 3-5K mile 9.3-day drives (Friday afternoon through the Sunday costs only five days of corporate vacation) all over western North America.  This coming July I'm looking at a journey to Inuvik (if you need to ask, you don't care). There's lots of fun stuff between here & there, & even though I'm used to late/early sunshine (lived in Edmonton) in the summer, I've never been above the Arctic Circle. Looking forward to it, in a big way.  These sorts of trips justify my owning whatever car I've got, and have since I was 20. Before that I owned motorcycles.  The last time I went north my 510 was making noises, so I borrowed the family Voyager & drove to Ft. Simpson & back. The trip was fun -- the vehicle. . .not so much. The trip is the deal, in my world, but it's better in a nice car.  Otherwise, I may as well own a Tercel (or whatever they call the equivalent this week). It sounds like some think I should.  Sorry."
3444,nkeen,March 2007,"In this part of the world at least, 17 is a better compromise than 18. Not sure what filling the wheel wells has to do with the price of bread, or, for that matter, whether a 17 with a taller profile tire fills them less than an 18 with a profile that makes the rims more vulnerable to the mess of potholes, crippled expansion joints, broken car debris and other decorative trash we call interstates around here."
3445,ggesq,March 2007,"""What is counterproductive about having wheels large enough to feel the wheel wells and give the car a sportier look? ""  Ahhh, now I see why you feel the way you do. I was thinking you actually thought the 18"" would make it perform/handle better. Sure, for looks only, I agree.  IMHO, the TL looks sporty enough without any accessories.  ""I just think $4k should get your more than a bigger engine and quad pipes."" Well, the S does come with Navi standard (at least a 2k option),Brembo brakes, stiffer suspension, paddle shifters in the auto tranny and some other ""cosmetic"" differences.  I personally would not characterize the S to be a ""high performance model"" like the M, AMG, V, S..any other letter I forgot?"
3446,fedlawman,March 2007,"""I just think $4k should get your more than a bigger engine and quad pipes.""  It does.  Performance upgrades - 30 more HP, thicker anti-roll bars, larger front rotors and Brembo calipers, high-performance summer tires, sport seats.  Cockpit upgrades - Active Noise Control, paddle shifters (auto), red instrument lighting.  Exterior - quad-exhaust, lip spoiler, ground effects bodywork."
3447,03accordman,March 2007,"""I dont think BMW has exclusive rights to quality leather by any means. I think GM vehicles (esp Buicks, Saabs and Cadillacs) have very supple leather.""  Are you serious? Have you sat in a leather equipped 3 series?"
3448,03accordman,March 2007,"""Most automakers have dealer accessories, but we all know Honda is notorius for making relatively common options available solely from the dealership. ""  On the contrary, Honda is well known to limit its trim levels and offer most options standard. I don;t understand what you are referring to. Look at, for example, an Accord EXV6; what options are missing that are notoriously priced?"
3449,03accordman,March 2007,"""You guys fail to admit that most BMW 3 series buyers are buying it simply for that badge""  You will never understand why a majority of 3 series buyers buy it. Could it be that the car is an extension of one's intentions? If you have driven it and don't feel any different; then its definitely not the car for you. The closest I can relate the driving experience of my 3er is to a fast motorbike. If this is something a person does not feel after driving the car, then it would not make sense buying it."
3450,03accordman,March 2007,"""Also, most people buy the 3 not because its the best ELLPS out there but it's because they couldn't afford the 5.""  I test drove both the 5 as well as the 3, budget was a non issue; to me, the 5 does not hold a candle to the 3 as a drivers car, so I went with the 3. But that's just me."
3451,habitat1,March 2007,"""BTW, I find the leather on most cars costing $30k or more to be pretty nice. I dont think BMW has exclusive rights to quality leather by any means. I think GM vehicles (esp Buicks, Saabs and Cadillacs) have very supple leather.""  Buicks and Cadillacs were exactly what I was thinking of with my BarcaLounger comment. The stitching details look like they were done by poor machines, blind immigrants or both. Can't speak for Saab, as I haven't been in one for quite awhile.  Humor yourself - go look at the leather and stitching on the sport seats and door trim of a 911. Or even the leather Recaro seats in a $32k Honda S2000. That's the way it's supposed to look, IMO. And BMW's leatherette comes a heck of a lot closer to that than any ""supple"" leather that ever went through a GM factory. In fairness, I only rate my Acura TL as ""good"", certainly not excellent. But GM's supple (i.e. mushy) leather looks like it belongs on a retirement community sofa. And this isn't a cheap shot - I've been given enough Buicks and Caddys by Hertz and Avis over the years to have experienced GM leather quality - or rather lack thereof - first hand.  Clearly, we have different standards when it comes to measuring quality. If you find GM acceptable, great."
3452,hauss,March 2007,When you mention the A4's driving feel are you referring to the Quattro version? Because I see a lot of those on the road here in Atlanta and most of them are the FWD 2.0t version. I've driven that car and it does not handle as well as a TL in my opinion.
3453,joe131,March 2007,"I don't get it. Maybe not in your post, but in some past ones it seems you guys are lamenting the fact that the BMW 3 is too common, but then also you think it is the overall best of the ELLPS for one or more reasons. Seems to me that the two would naturally coincide. If they are so good, lots of people should be buying them."
3454,wale_bate1,March 2007,Quattro always.  IMO a FWD Audi is something akin to track shoes without spikes...
3455,hauss,March 2007,"I disagree with you 03accordman. My feeling is that the majority of 3 series buyers do not buy it for it's driving feel. I know several people that own them and I know for a fact that they got the car because they like the prestige and recognition of the brand; they like the the appearance of the car; and it's in their price range. And there's nothing wrong with that. Off the top of my head just one of my ten friends that owns one got it for the performance and he's got an M3 (the rest have 325i models). Also my term ""buying a badge"" is the phrase he uses all the time to describe those buyers I'm referring to.  Now, I'll admit that my little informal survey is hardly gospel. It's not statistically sound. But neither is your assumption that they get the car for it's (supposedly) superior chassis and suspension. And you cannot suggest that because most of the people on this forum agree with you that makes your viewpoint correct. Going that route would bias the data toward a more specific population of 3 series buyer.  And to joe131, I don't find the 3 series to be common nor the best of the ELLPS class. I think it's a good car. What I'll disagree with is everyone that thinks it's all that and a bag of chips. It's got a list of shortcomings just as long as every other car on here. If it were truly the ""ultimate driving machine"" the other auto makers would be struggling for any kind of market share in this segment. They are not. Last year BMW sold 88k 3 series sedans, Lexus sold 80k ES350s, Acura sold 70k TLs, Lexus sold 55K ISs... That's a lot of cars being bought by people not choosing BMW."
3456,blueguydotcom,March 2007,"because they like the prestige and recognition of the brand; they like the the appearance of the car; and it's in their price range.  1. Where is there recognition or prestige associated with BMW?! 2. Lots of people here seem willing to buy on looks. 3. Many, many people buy in a price range - and if it's pricey than others, how does that reflect poorly on the buyer?  And to joe131, I don't find the 3 series to be common nor It is. I see about 20 on the drive in daily and just my floor of the parking garage has at least 5 e90s.  the best of the ELLPS class.  By far.  Lexus sold 80k ES350s, Acura sold 70k TLs, Lexus sold 55K ISs... That's a lot of cars being bought by people not choosing BMW.  Or many people buying with an agenda for cheaper (TL), softer (ES), borderline performance without a sacrifice in luxury (IS). The 3 series doesn't appeal to many buyers for the simple fact it's more expensive than the competition, they find the seats hard, they find the ride hard. I hear that my seats are hard and I blink - mostly because they feel too soft to me. Rough ride to me = a civic with cut springs, my 330i ZSP is just soft, not rough. Obviously, many of us buy for different reasons."
3457,hauss,March 2007,"I felt like I was reading page 6 of the New York Post. You took my comments out of context all over the place.  3. Many, many people buy in a price range - and if it's pricey than others, how does that reflect poorly on the buyer?  I believe I said after that statement that ""there's nothing wrong with that""...  the best of the ELLPS class  My comment was that is was not, IMO, the best of the ELLPS class.  Or many people buying with an agenda  Isn't that what every buyer does? My point still stands that more ELLPS are not BMWs than are. It doesn't have the majority of the market share in the segment thus it isn't without flaws to the ELLPS buyer."
3458,nkeen,March 2007,"I liked the Connolly leather on older Jags, Astons, Rollers, Bristols etc. This stuff looked like it came from an animal -- creased and increasingly supple with age, like good shoes -- but I suppose that would never do in today's market. The stuff on the TL, or BMWs for that matter -- not sure what kind of animal produced that. Looks more like the automotive equivalent of particle board."
3459,1487,March 2007,"I think the price has something to do with whether or not people have a problem with leather coming standard. At $30k this might be acceptable, but not at $35k and up. I think they all should have leather standard but as I said its not standard so they can ship 90% of the car with optional leather and make the car more expensive."
3460,03accordman,March 2007,"People who but BMWs know there is a difference, which they like. Others have other likings and preferences, so they choose something else; its a free country and isn't competition great?  How can you comment on why BMW owners buy them?"
3461,03accordman,March 2007,"Pick any reviews; the Bimmer has been selected at the top of most of them. Most manufacturers admit the 3 is the target, so be it.  For your money, you would prefer a G35, sure, go ahead, but when we talk of comparisons, the Bimmer usually wins, and not only in CD. Look around a bit."
3462,03accordman,March 2007,"Again you generalize why luxury cars are bought. People buy these cars for different reasons; could be prestige for someone, and something else for others. Please don't speak for anyone.  If your assumption was true, then do you contend that people who buy Honda/Toyota over Hyundai/GM cars do so becasue of Prestige (because all features found on Hondas/Toyotas can be found on cheaper Huyndai/GM/Ford cars). Would it ever dawn on you that someone may not really LIKE the POS G6 and instead pick and Accord or a Camry, even though they are more expensive?"
3463,kyfdx,March 2007,..of them making gloves out of my seat leather...
3464,circlew,March 2007,"Let me know where to get a pair...would be great for snow blowing!  Do not send the info on the Caddy or Lexus gloves, however.  Regards, OW"
3465,blueguydotcom,March 2007,"think the price has something to do with whether or not people have a problem with leather coming standard. At $30k this might be acceptable, but not at $35k and up.  Again, MB, Audi and BMW all do this.  I think they all should have leather standard but as I said its not standard so they can ship 90% of the car with optional leather and make the car more expensive.  Oh those evil capitalists! Showing a product sans leather to market a lower starting price. Golly, that's unheard of. Oh wait, Lexus does that too!"
3466,blueguydotcom,March 2007,"I've never read of any complaints about lack of comfort in the CTS or IS. Their seats seem just as Euro-firm as any BMW or MB. When I said the leather was soft, I meant that it was glove like and supple. I didnt say the seats were soft. Soft seats are kind of a thing of the past.  Unless you're in an IS350 or TL, then they're an everyday occurrence. Ditto Audi.  MB seats are too wide and flat for me. G35 seats were decent."
3467,blueguydotcom,March 2007,"I assume you look forward to commute because you love your car. The same could be said for anyone who loves their car. Someone who loves the IS350 probably looks forward to driving it every day.  I don't love my car or really like it. But the drive in is fun expressly because of the way the car handles a series of banked corners and esses on my way to the freeway each morning. I look forward to that 1.5 mile stretch.  I've got two potential buyers for my e90 right now and I'm not entirely sure I can give up that feeling on corners. I may find the car lumbering, heavy, slow and bland 95% of the time but when I think about cornering in a FWD car, I feel ill at the lack of fun it will entail."
3468,blueguydotcom,March 2007,"There is more to a car than track numbers. I think the G35 has a far better interior, better pricing and equal overall performance.   I'd agree on the first. To get swivel bi-xenons, memory seats and a moonroof I'd have to get the navi, tech package and premium packages, pushing the price up to 38.5k.  Huh, my 335i outfitted the way I want - 6mt, bi-xenons, moonroof, memory seats, comfort access, pdc and leather comes out to 38.4k. Without leather it's 37.1k; I think I can live without leather. Regardless, the G35 doesn't appear to be at a startlingly good price point for what I want. And performance wise, the 07 G's handling isn't there and the G's power is not even close to a 335i."
3469,1487,March 2007,Not sure what you are referring to.
3470,1487,March 2007,306hp isnt close to 300hp? Interesting viewpoint. I thought they were pretty close. I dont have G35 pricing handy but seeing as though the model in the recent C&D comparo was cheaper than a 328 without nav I find it strange that you think the G35 is more expensive comparably equipped. Based on what I remember a loaded G35 is about $7k cheaper than a loaded 335i.
3471,1487,March 2007,C&D does more comparisons than other publications. I cant recall the results of the last R&T comparo with the 3 series but I do know BMWS often dont win in R&T because of their objective scoring system. The CTS beat the 530 and other cars in a 2004 comparo because it matched the performance of the Europeans and cost less.
3472,1487,March 2007,"""Unless you're in an IS350 or TL, then they're an everyday occurrence. Ditto Audi. ""  Any references from long term tests to back this up? I dont recall reading much about lack of seat comfort in Lexus or Acura models. Seat comfort doesnt seem to be a major complaint in long term tests of luxury models in general. Perhaps you dont like the seats in non-BMW models but I havent read anything to corroborate your view."
3473,1487,March 2007,"""I don't love my car or really like it. But the drive in is fun expressly because of the way the car handles a series of banked corners and esses on my way to the freeway each morning. I look forward to that 1.5 mile stretch. ""  Sounds good and I dont doubt the 3 series handling prowess. My argument is there are 3 or more other cars that could do the same thing and give you the same enjoyment. Its not as if the only choices on the market are 3 series or Avalon. Sporty sedans are plentiful in 2007."
3474,03accordman,March 2007,"MT, CD, RT all picked the 3 series over its competitors."
3475,03accordman,March 2007,"""Sporty sedans are plentiful in 2007""  None in its segment surpass the 3 as far as sport goes."
3476,blueguydotcom,March 2007,"306hp isnt close to 300hp? Interesting viewpoint. I thought they were pretty close. I dont have G35 pricing handy but seeing as though the model in the recent C&D comparo was cheaper than a 328 without nav I find it strange that you think the G35 is more expensive comparably equipped.  With a 266 ft-lbs of torque and only about 270 whp, yeah, I'd say the G35 is easily outclassed by a 335i in regard to power. I've never seen a G35 even come close to 5 seconds, let alone sub 5 seconds on a 0-60 run.  To get swivel xenons you must get the tech package, thus adding on worthless doodads like navi and pushing the price to over 38k."
3477,03accordman,March 2007,Sorry about that; I was referring to the driving experience difference of a 3 vs competitors.
3478,03accordman,March 2007,"Most comparison tests have the G trailing the 335 by about half a sec to 60, if not more."
3479,blueguydotcom,March 2007,"Any references from long term tests to back this up? I dont recall reading much about lack of seat comfort in Lexus or Acura models.  Who said seat comfort? I'm talking about soft seats. The IS,. TL and Audi all surffer from insufferably soft, lounger chairs.  Seat comfort doesnt seem to be a major complaint in long term tests of luxury models in general. Perhaps you dont like the seats in non-BMW models but I havent read anything to corroborate your view.  Reviews don't mean something is a fact. good lord, it's just as subjective as everything written here. No difference."
3480,blueguydotcom,March 2007,"Agree about we all have certain reasons for liking them. Or disliking them.  BTW, my lease transfer was initiated today. 3 weeks and no more 330i."
3481,pat,March 2007,Congrats! And at that time you will be driving...?
3482,goodegg,March 2007,The loaded Accord is nice - but the TL is so much nicer - and looks so much better. The Accord design is wheezing to the finish line of this generation model.
3483,blueguydotcom,March 2007,"No idea. As we now have a good everyday car in the A3, there's pressure from my fiancee (and desire from me) to consider a 2006 Miata. Even if we only have it for a few years it'll be a cheap, fun car.  I mentioned in the longterm blog for the mx-5 that I'd be happy to take your Miata if it's priced right. I wasn't kidding. I almost feel like emailing Dan and letting him know I would seriously consider snatching up Edmunds' Miata."
3484,goodegg,March 2007,Welcome to the world of practicality.
3485,mk0974a,March 2007,"I remember you were great about giving me advice a couple weeks ago before i leased my 335, so i just wanted to ask, how did you transfer your lease? IT would be good information to know for the future. Thanks!"
3486,habitat1,March 2007,"A Miata? You already have one chick car - how about a Honda S2000 with some real sports car performance to go with the suntanning?  I understand they are going for under invoice. Combined with their excellent resale value, it wouldn't cost much more than the Miata over 3+/- years. I have to say that my 2002 Honda S2000 still holds a soft spot in my heart. It's priced nominally above a Miata, but $30k below a decked out Boxster S and is a heck of a lot closer to the latter than the former in performance.  Don't you love it when others try to tell you how to spend your money?"
3487,shipo,March 2007,"""I for one wouldn't pay what BMW wants for their vehicles. Having lived in Munich for a while and driving the Bahn takes the BMW panache down a few notches for me.  Mercedes rules over there.""  Funny. As an American consultant I was unable to drive any of the fleet that MB-USA keeps in Stuttgart for their use when they're in town, instead, MB-USA had the forsight to rent me a BMW. It was kind of fun pulling into the Sindelfingen lot or the debis SystemHaus lot in Leinfelden-Echterdingen and being the ONLY BMW. Funny thing, all of the guys couldn't wait to drive my car. ""Mercedes? Boring. Bey-Em-Vay? Fun.""  BMWs rule over there. ;-)  Best Regards, Shipo"
3488,rockylee,March 2007,You and a Miata :surprise:  I just don't see it......  Rocky
3489,thechoson,March 2007,"I was wondering how maintenance/ repair costs compair between BMW, Acura, Lexus, Infinti..  I am looking to possibly get a 2-3 year old used model, so that BMW free maintenance wouldn't be a factor.  Thank you!"
3490,kyfdx,March 2007,Miata? If she wants a fun car... I vote for a Cayman.. :surprise:
3491,fedlawman,March 2007,Lotus.
3492,eisner,March 2007,Got to warn you about the TL-S. At the flipside of its decent engine is a poor radiator. Mine overheats when I breach the 70 mph mark and I had it replaced from Overnight Radiator before I can run it the way I think every luxury sedan is supposed to run.
3493,meateater,March 2007,Why used is you're concerned about maintenance costs? I'd get new and not worry about it at all (or minimally).  A lease could work out for you if you don't pile on the miles.  But the Japanese rule with low maintenance vehicles.
3494,meateater,March 2007,"What year TL-S is it? You do know that radiators can get perforated thru no fault of the manufacturer, or even you."
3495,thechoson,March 2007,"Hmm... I guess I just like the value of a used car, so to speak.  On that note, is the free maintenance program on a BMW transferrable? So if I was to get an 06 with some miles on it, would it still have the free maintenance?  Thanks"
3496,kyfdx,March 2007,All new BMWs have 4yr/50K maintenance included... from the original in-service date.... No matter who owns them.. The plan travels with the car.
3497,blueguydotcom,March 2007,I used swapalease.com - it was on the site for less than a week before I had a solid buyer.
3498,blueguydotcom,March 2007,"Yeah a 2006 will have the remainder of the warranty and you'll save about 10k over a new 3 series. Don't buy from a dealer. People with 06 BMWs are in a bad place because the 328/335 came out in 07. I saw an 06 325i listed for 26k yesterday - auto, premium, 15k miles.  I know a guy with an 06 330is for sale and he's below 34k now because he can't move the car at all (it stickered for over 45k new). I didn't even try to sell mine - buyout of the lease was 34k - as I figured it's a bigger hassle than swapping the lease."
3499,blueguydotcom,March 2007,"I will look at them this weekend. I've seen a few for below 20k used. Miata has the edge for me based on 17 years of familiarity with the model and my Mazda preference over Honda cars.  I was kinda thinking I'd miss my 330i on the drive home tonight but already I'm getting excited at the prospects of owning a convertible and something small, rwd and razor sharp in the corners."
3500,joe131,March 2007,Car & Driver shows top speed of the G35 limited to 158 by a governor.
3501,blueguydotcom,March 2007,"This could be why infiniti redesigned the car and made improvements.  Yeah they muted NVH, removed road feel, made the car heavier, ruined interior space and overall dumbed the car down. Luckily, BMW did the same with the e90s. So in effect the ""improvements"" made the cars worse but still equally far apart."
3502,1487,March 2007,"""According to your theory, the Accord EX V6 or an Altima/Maxima V6 is a better buy than a G35 ot a TL, right? Then why buy a G or a TL at all? ""  Valid point. You dont get much more in the entry luxury class than you do with a fully loaded midsize car these days. I was trying to limit my price comparisons to cars in this class. There are plenty of cars cheaper than the 3 series, but unless they are in this class I dont think its relevant."
3503,blueguydotcom,March 2007,"There are many here who look for the budget angle - what car provides the most bang for the buck. Like those 1980s Motor Trend articles about which low priced cars give you the most performance per dollar. In this case, it seems most want luxury and some performance for the dollar.  Others see value in pleasure. They feel their pleasure in a car is worth X cost. They may value things others do not care about or they may discount elements some take as necessary.  eBay is a good example of personal valuation. Take two products that fulfill the same goal - like cell phones. Put them up for auction. One day you may get some nut who pays almost MSRP for a brand new Samsung SCH-U740. The other phone is a brand new Motorola V325 and it ends up selling for $100 less. Is that what the two products are worth? Well to the buyers, the products are worth at least that much because the bidding process found their personal valuations.  I hear about people paying 50k for a 335i with active steering, premium package, automatic, sun shade, laser cruise and navigation and feel shocked. My personal valuation of such a car is significantly lower than a 335i with just the sport package and manual. I would consider the previous car only if it were sharply discounted - at least 6-7k less than my price of a 6mt ZSP version.  BMW may mark the car at 50k; I'd mark it at 28k expressly because of the items on the car. My personal valuation is infinitely lower than the corporation's requested value. Neither side is right or wrong; we have differing views and thus will not find ourselves conducting a transaction on that product.  So when you say a G35 is the budget alternative, it could be to you. To someone who values other things - less perceptible differences - the G35 may represent a compromise that distorts that individual's personal valuation."
3504,hauss,March 2007,Propeller?
3505,1487,March 2007,"""Yeah they muted NVH, removed road feel, made the car heavier, ruined interior space and overall dumbed the car down. Luckily, BMW did the same with the e90s. So in effect the ""improvements"" made the cars worse but still equally far apart. ""  According to you, but road tests of the car dont back that up. Saying the 328/335 is slightly more connected than the G35 isnt the same as saying the G35 is a sloppy mess as you suggest. There is a difference between just a hair behind the best in class and being an Avalon. You are dealing in absolutes as in a car can only be a 3 series OR a piece of crap. No one (outside of this forum) has suggested the G35 isnt a great car with excellent handling, a nice engine and more than acceptable ride and steering characteristics. You have to be the only person I have heard infer the old G35 was better than the current one. I dont believe that view is widely held."
3506,circlew,March 2007,"The question I have with a statement like this...  You dont get much more in the entry luxury class than you do with a fully loaded midsize car these days.  is that even though it is your opinion, I would ask you why would YOU would ever buy any of these ELLPS if that is what you think?  I know why I did but I am curious if you would buy at the ""high price"" in this class. I know I could have gotten a loaded Avalon for cheaper....but I would sleep in it more than drive it.  Regards, OW"
3507,1487,March 2007,"The general theme here is that the G is an inferior car for less money and the sophisticated buyer isnt willing to ""sacrifice"" just to save a few grand. My question is this: what exactly is one sacrificing if they buy the ""inferior"" G35? Same would apply for the '08 CTS or C350. We can talk about subjective intangibles all day, but in the end you arent really giving up anything if you pass on the 3 series. The G35 has a better interior, slightly more room, lower price and likely superior reliability so I dont see any sacrifice. Sure, the G35 MAY come up short in a battle at the racetrack but I'm willing to bet most owners (even BMW owners) dont subject their car to that kind of environment. In short, I dont think G35 owners feel like they took the ""cheap"" way out and compromised just to pinch pennys."
